Vaccine/Sample	Dose	Geography Type	Geography	Survey Year	Dimension Type	Dimension	Estimate (%)	95% CI (%)	Sample Size
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Maine	2015-2019	Race/Ethnicity	White, Non-Hispanic	83.8	81.3 to 85.9	1487
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Maryland	2015-2019	Race/Ethnicity	White, Non-Hispanic	92.0	89.0 to 94.2	1179
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Massachusetts	2015-2019	Race/Ethnicity	White, Non-Hispanic	93.5	91.5 to 95.1	1237
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Michigan	2015-2019	Race/Ethnicity	White, Non-Hispanic	95.0	93.3 to 96.2	1175
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Minnesota	2015-2019	Race/Ethnicity	White, Non-Hispanic	87.3	84.7 to 89.5	1300
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Mississippi	2015-2019	Race/Ethnicity	White, Non-Hispanic	55.6	51.7 to 59.3	948
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Missouri	2015-2019	Race/Ethnicity	White, Non-Hispanic	72.7	69.4 to 75.7	1206
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Montana	2015-2019	Race/Ethnicity	White, Non-Hispanic	69.3	66.3 to 72.2	1388
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Nebraska	2015-2019	Race/Ethnicity	White, Non-Hispanic	81.9	79.0 to 84.4	1196
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Nevada	2015-2019	Race/Ethnicity	White, Non-Hispanic	76.3	72.5 to 79.7	850
Meningococcal Conjugate	≥1 Dose	States/Local Areas	New Hampshire	2015-2019	Race/Ethnicity	White, Non-Hispanic	87.1	84.7 to 89.1	1335
Meningococcal Conjugate	≥1 Dose	States/Local Areas	New Jersey	2015-2019	Race/Ethnicity	White, Non-Hispanic	93.0	90.9 to 94.6	1035
Meningococcal Conjugate	≥1 Dose	States/Local Areas	New Mexico	2015-2019	Race/Ethnicity	White, Non-Hispanic	72.3	67.7 to 76.5	616
Meningococcal Conjugate	≥1 Dose	States/Local Areas	New York	2015-2019	Race/Ethnicity	White, Non-Hispanic	89.9	87.9 to 91.6	1543
Meningococcal Conjugate	≥1 Dose	States/Local Areas	North Carolina	2015-2019	Race/Ethnicity	White, Non-Hispanic	83.6	80.8 to 86.1	1081
Meningococcal Conjugate	≥1 Dose	States/Local Areas	North Dakota	2015-2019	Race/Ethnicity	White, Non-Hispanic	93.4	91.6 to 94.9	1326
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Ohio	2015-2019	Race/Ethnicity	White, Non-Hispanic	82.0	79.3 to 84.5	1303
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Oklahoma	2015-2019	Race/Ethnicity	White, Non-Hispanic	68.0	64.2 to 71.6	940
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Oregon	2015-2019	Race/Ethnicity	White, Non-Hispanic	77.1	74.0 to 79.8	1142
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Pennsylvania	2015-2019	Race/Ethnicity	White, Non-Hispanic	94.6	93.1 to 95.8	2202
Meningococcal Conjugate	≥1 Dose	HHS Regions/National	United States	2015-2019	Race/Ethnicity	White, Non-Hispanic	83.9	83.4 to 84.4	61739
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Rhode Island	2015-2019	Race/Ethnicity	White, Non-Hispanic	97.0	95.7 to 98.0	1127
Meningococcal Conjugate	≥1 Dose	States/Local Areas	South Carolina	2015-2019	Race/Ethnicity	White, Non-Hispanic	75.6	72.3 to 78.6	1075
Meningococcal Conjugate	≥1 Dose	States/Local Areas	South Dakota	2015-2019	Race/Ethnicity	White, Non-Hispanic	71.4	68.4 to 74.2	1314
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Tennessee	2015-2019	Race/Ethnicity	White, Non-Hispanic	77.8	74.7 to 80.7	1033
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Texas	2015-2019	Race/Ethnicity	White, Non-Hispanic	86.0	84.0 to 87.8	3188
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Utah	2015-2019	Race/Ethnicity	White, Non-Hispanic	80.7	78.0 to 83.2	1342
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Vermont	2015-2019	Race/Ethnicity	White, Non-Hispanic	87.2	85.2 to 89.0	1735
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Virginia	2015-2019	Race/Ethnicity	White, Non-Hispanic	76.0	71.7 to 79.8	1229
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Washington	2015-2019	Race/Ethnicity	White, Non-Hispanic	79.4	76.2 to 82.2	1087
Meningococcal Conjugate	≥1 Dose	States/Local Areas	West Virginia	2015-2019	Race/Ethnicity	White, Non-Hispanic	88.1	85.9 to 89.9	1429
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Wisconsin	2015-2019	Race/Ethnicity	White, Non-Hispanic	84.5	82.0 to 86.7	1264
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Wyoming	2015-2019	Race/Ethnicity	White, Non-Hispanic	61.1	57.9 to 64.2	1343
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Alabama	2015-2019	Urbanicity	Living In a MSA Principal City	83.9	80.3 to 86.9	661
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Alaska	2015-2019	Urbanicity	Living In a MSA Principal City	71.0	67.5 to 74.2	1009
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Arizona	2015-2019	Urbanicity	Living In a MSA Principal City	86.7	83.8 to 89.2	950
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Arkansas	2015-2019	Urbanicity	Living In a MSA Principal City	92.1	89.4 to 94.2	584
Meningococcal Conjugate	≥1 Dose	States/Local Areas	California	2015-2019	Urbanicity	Living In a MSA Principal City	81.3	77.3 to 84.7	778
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Colorado	2015-2019	Urbanicity	Living In a MSA Principal City	86.6	83.4 to 89.2	778
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Connecticut	2015-2019	Urbanicity	Living In a MSA Principal City	91.9	87.9 to 94.7	396
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Delaware	2015-2019	Urbanicity	Living In a MSA Principal City	89.8	86.4 to 92.4	598
Meningococcal Conjugate	≥1 Dose	States/Local Areas	District of Columbia	2015-2019	Urbanicity	Living In a MSA Principal City	90.3	88.1 to 92.2	1678
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Florida	2015-2019	Urbanicity	Living In a MSA Principal City	76.7	72.8 to 80.2	976
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Georgia	2015-2019	Urbanicity	Living In a MSA Principal City	95.6	92.9 to 97.3	552
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Hawaii	2015-2019	Urbanicity	Living In a MSA Principal City	82.2	78.0 to 85.7	565
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Idaho	2015-2019	Urbanicity	Living In a MSA Principal City	88.9	85.2 to 91.7	540
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Illinois	2015-2019	Urbanicity	Living In a MSA Principal City	90.2	88.0 to 92.1	1404
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Indiana	2015-2019	Urbanicity	Living In a MSA Principal City	90.2	87.1 to 92.7	664
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Iowa	2015-2019	Urbanicity	Living In a MSA Principal City	87.7	83.6 to 90.8	484
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Kansas	2015-2019	Urbanicity	Living In a MSA Principal City	76.8	72.5 to 80.6	617
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Kentucky	2015-2019	Urbanicity	Living In a MSA Principal City	87.4	84.0 to 90.2	557
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Louisiana	2015-2019	Urbanicity	Living In a MSA Principal City	89.3	86.0 to 91.8	645
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Maine	2015-2019	Urbanicity	Living In a MSA Principal City	86.2	80.4 to 90.5	244
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Maryland	2015-2019	Urbanicity	Living In a MSA Principal City	91.2	87.3 to 93.9	783
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Massachusetts	2015-2019	Urbanicity	Living In a MSA Principal City	94.0	89.7 to 96.5	292
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Michigan	2015-2019	Urbanicity	Living In a MSA Principal City	94.8	91.8 to 96.7	483
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Minnesota	2015-2019	Urbanicity	Living In a MSA Principal City	87.3	83.7 to 90.2	674
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Mississippi	2015-2019	Urbanicity	Living In a MSA Principal City	58.4	50.6 to 65.7	236
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Missouri	2015-2019	Urbanicity	Living In a MSA Principal City	79.7	75.4 to 83.5	614
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Montana	2015-2019	Urbanicity	Living In a MSA Principal City	79.2	74.8 to 83.0	505
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Nebraska	2015-2019	Urbanicity	Living In a MSA Principal City	84.7	81.5 to 87.4	765
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Nevada	2015-2019	Urbanicity	Living In a MSA Principal City	80.7	77.6 to 83.4	1168
Meningococcal Conjugate	≥1 Dose	States/Local Areas	New Hampshire	2015-2019	Urbanicity	Living In a MSA Principal City	86.8	79.7 to 91.6	201
Meningococcal Conjugate	≥1 Dose	States/Local Areas	New Jersey	2015-2019	Urbanicity	Living In a MSA Principal City	91.5	85.3 to 95.2	184
Meningococcal Conjugate	≥1 Dose	States/Local Areas	New Mexico	2015-2019	Urbanicity	Living In a MSA Principal City	76.2	72.5 to 79.5	826
Meningococcal Conjugate	≥1 Dose	States/Local Areas	New York	2015-2019	Urbanicity	Living In a MSA Principal City	91.2	89.5 to 92.6	1732
Meningococcal Conjugate	≥1 Dose	States/Local Areas	North Carolina	2015-2019	Urbanicity	Living In a MSA Principal City	85.5	81.8 to 88.5	710
Meningococcal Conjugate	≥1 Dose	States/Local Areas	North Dakota	2015-2019	Urbanicity	Living In a MSA Principal City	95.1	92.5 to 96.8	511
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Ohio	2015-2019	Urbanicity	Living In a MSA Principal City	90.2	87.3 to 92.5	599
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Oklahoma	2015-2019	Urbanicity	Living In a MSA Principal City	75.6	70.4 to 80.1	447
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Oregon	2015-2019	Urbanicity	Living In a MSA Principal City	82.0	78.6 to 85.0	825
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Pennsylvania	2015-2019	Urbanicity	Living In a MSA Principal City	94.5	92.6 to 96.0	1739
Meningococcal Conjugate	≥1 Dose	HHS Regions/National	United States	2015-2019	Urbanicity	Living In a MSA Principal City	85.5	84.8 to 86.2	40546
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Rhode Island	2015-2019	Urbanicity	Living In a MSA Principal City	95.0	92.1 to 96.8	469
Meningococcal Conjugate	≥1 Dose	States/Local Areas	South Carolina	2015-2019	Urbanicity	Living In a MSA Principal City	80.7	76.3 to 84.4	595
Meningococcal Conjugate	≥1 Dose	States/Local Areas	South Dakota	2015-2019	Urbanicity	Living In a MSA Principal City	78.4	73.8 to 82.5	487
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Tennessee	2015-2019	Urbanicity	Living In a MSA Principal City	79.7	75.5 to 83.4	634
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Texas	2015-2019	Urbanicity	Living In a MSA Principal City	88.3	86.9 to 89.6	6624
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Utah	2015-2019	Urbanicity	Living In a MSA Principal City	82.9	78.4 to 86.6	497
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Vermont	2015-2019	Urbanicity	Living In a MSA Principal City	90.6	84.4 to 94.6	204
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Virginia	2015-2019	Urbanicity	Living In a MSA Principal City	81.1	75.1 to 86.0	616
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Washington	2015-2019	Urbanicity	Living In a MSA Principal City	82.9	79.5 to 85.9	863
Meningococcal Conjugate	≥1 Dose	States/Local Areas	West Virginia	2015-2019	Urbanicity	Living In a MSA Principal City	87.1	83.0 to 90.3	491
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Wisconsin	2015-2019	Urbanicity	Living In a MSA Principal City	89.6	86.5 to 92.1	637
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Wyoming	2015-2019	Urbanicity	Living In a MSA Principal City	68.2	63.0 to 73.0	455
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Alabama	2015-2019	Urbanicity	Living In a MSA Non-Principal City	74.4	70.2 to 78.3	667
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Alaska	2015-2019	Urbanicity	Living In a MSA Non-Principal City	55.1	48.8 to 61.2	352
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Arizona	2015-2019	Urbanicity	Living In a MSA Non-Principal City	85.8	82.1 to 88.9	649
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Arkansas	2015-2019	Urbanicity	Living In a MSA Non-Principal City	88.9	84.8 to 92.0	473
Meningococcal Conjugate	≥1 Dose	States/Local Areas	California	2015-2019	Urbanicity	Living In a MSA Non-Principal City	85.4	81.8 to 88.3	802
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Colorado	2015-2019	Urbanicity	Living In a MSA Non-Principal City	82.7	78.5 to 86.3	605
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Connecticut	2015-2019	Urbanicity	Living In a MSA Non-Principal City	94.1	92.0 to 95.6	1153
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Delaware	2015-2019	Urbanicity	Living In a MSA Non-Principal City	87.0	84.2 to 89.4	1101
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Florida	2015-2019	Urbanicity	Living In a MSA Non-Principal City	78.2	74.0 to 81.9	754
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Georgia	2015-2019	Urbanicity	Living In a MSA Non-Principal City	91.6	89.2 to 93.6	948
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Hawaii	2015-2019	Urbanicity	Living In a MSA Non-Principal City	84.6	81.1 to 87.6	697
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Idaho	2015-2019	Urbanicity	Living In a MSA Non-Principal City	90.4	86.9 to 93.0	559
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Illinois	2015-2019	Urbanicity	Living In a MSA Non-Principal City	87.8	85.8 to 89.6	1697
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Indiana	2015-2019	Urbanicity	Living In a MSA Non-Principal City	91.8	88.8 to 94.1	616
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Iowa	2015-2019	Urbanicity	Living In a MSA Non-Principal City	87.9	84.4 to 90.7	508
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Kansas	2015-2019	Urbanicity	Living In a MSA Non-Principal City	70.9	66.0 to 75.4	525
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Kentucky	2015-2019	Urbanicity	Living In a MSA Non-Principal City	88.0	83.8 to 91.1	455
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Louisiana	2015-2019	Urbanicity	Living In a MSA Non-Principal City	88.8	85.6 to 91.4	769
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Maine	2015-2019	Urbanicity	Living In a MSA Non-Principal City	82.9	79.4 to 86.0	751
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Maryland	2015-2019	Urbanicity	Living In a MSA Non-Principal City	89.9	87.3 to 91.9	1420
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Massachusetts	2015-2019	Urbanicity	Living In a MSA Non-Principal City	93.1	91.1 to 94.6	1421
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Michigan	2015-2019	Urbanicity	Living In a MSA Non-Principal City	95.2	93.4 to 96.6	832
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Minnesota	2015-2019	Urbanicity	Living In a MSA Non-Principal City	87.1	83.0 to 90.3	627
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Mississippi	2015-2019	Urbanicity	Living In a MSA Non-Principal City	65.8	60.7 to 70.6	523
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Missouri	2015-2019	Urbanicity	Living In a MSA Non-Principal City	75.0	70.5 to 79.0	611
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Montana	2015-2019	Urbanicity	Living In a MSA Non-Principal City	73.7	62.2 to 82.7	97
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Nebraska	2015-2019	Urbanicity	Living In a MSA Non-Principal City	81.3	75.1 to 86.2	306
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Nevada	2015-2019	Urbanicity	Living In a MSA Non-Principal City	84.1	78.9 to 88.3	311
Meningococcal Conjugate	≥1 Dose	States/Local Areas	New Hampshire	2015-2019	Urbanicity	Living In a MSA Non-Principal City	92.5	89.9 to 94.5	741
Meningococcal Conjugate	≥1 Dose	States/Local Areas	New Jersey	2015-2019	Urbanicity	Living In a MSA Non-Principal City	92.9	91.1 to 94.3	1650
Meningococcal Conjugate	≥1 Dose	States/Local Areas	New Mexico	2015-2019	Urbanicity	Living In a MSA Non-Principal City	82.0	77.3 to 85.9	448
Meningococcal Conjugate	≥1 Dose	States/Local Areas	New York	2015-2019	Urbanicity	Living In a MSA Non-Principal City	91.6	89.4 to 93.4	1076
Meningococcal Conjugate	≥1 Dose	States/Local Areas	North Carolina	2015-2019	Urbanicity	Living In a MSA Non-Principal City	83.4	79.7 to 86.5	697
Meningococcal Conjugate	≥1 Dose	States/Local Areas	North Dakota	2015-2019	Urbanicity	Living In a MSA Non-Principal City	86.9	80.3 to 91.5	218
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Ohio	2015-2019	Urbanicity	Living In a MSA Non-Principal City	83.4	79.8 to 86.4	801
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Oklahoma	2015-2019	Urbanicity	Living In a MSA Non-Principal City	69.4	64.7 to 73.8	584
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Oregon	2015-2019	Urbanicity	Living In a MSA Non-Principal City	75.2	70.6 to 79.2	524
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Pennsylvania	2015-2019	Urbanicity	Living In a MSA Non-Principal City	93.4	91.8 to 94.7	2115
Meningococcal Conjugate	≥1 Dose	HHS Regions/National	United States	2015-2019	Urbanicity	Living In a MSA Non-Principal City	86.1	85.5 to 86.7	40277
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Rhode Island	2015-2019	Urbanicity	Living In a MSA Non-Principal City	97.8	96.7 to 98.5	1251
Meningococcal Conjugate	≥1 Dose	States/Local Areas	South Carolina	2015-2019	Urbanicity	Living In a MSA Non-Principal City	76.1	72.4 to 79.4	835
Meningococcal Conjugate	≥1 Dose	States/Local Areas	South Dakota	2015-2019	Urbanicity	Living In a MSA Non-Principal City	73.0	66.7 to 78.5	285
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Tennessee	2015-2019	Urbanicity	Living In a MSA Non-Principal City	81.9	77.8 to 85.4	551
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Texas	2015-2019	Urbanicity	Living In a MSA Non-Principal City	85.4	83.6 to 87.1	3610
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Utah	2015-2019	Urbanicity	Living In a MSA Non-Principal City	81.8	78.7 to 84.6	972
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Vermont	2015-2019	Urbanicity	Living In a MSA Non-Principal City	89.6	86.4 to 92.0	578
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Virginia	2015-2019	Urbanicity	Living In a MSA Non-Principal City	76.7	72.5 to 80.5	1220
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Washington	2015-2019	Urbanicity	Living In a MSA Non-Principal City	79.1	74.9 to 82.7	657
Meningococcal Conjugate	≥1 Dose	States/Local Areas	West Virginia	2015-2019	Urbanicity	Living In a MSA Non-Principal City	89.6	86.2 to 92.2	539
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Wisconsin	2015-2019	Urbanicity	Living In a MSA Non-Principal City	87.1	83.8 to 89.8	651
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Wyoming	2015-2019	Urbanicity	Living In a MSA Non-Principal City	72.5	56.2 to 84.4	45
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Alabama	2015-2019	Urbanicity	Living In a Non-MSA	71.6	65.6 to 76.9	356
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Alaska	2015-2019	Urbanicity	Living In a Non-MSA	68.2	63.4 to 72.7	548
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Arizona	2015-2019	Urbanicity	Living In a Non-MSA	90.9	82.2 to 95.6	105
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Arkansas	2015-2019	Urbanicity	Living In a Non-MSA	88.5	85.4 to 91.0	651
Meningococcal Conjugate	≥1 Dose	States/Local Areas	California	2015-2019	Urbanicity	Living In a Non-MSA	52.4	30.6 to 73.3	33
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Colorado	2015-2019	Urbanicity	Living In a Non-MSA	73.2	64.8 to 80.2	187
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Connecticut	2015-2019	Urbanicity	Living In a Non-MSA	97.3	92.6 to 99.0	83
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Florida	2015-2019	Urbanicity	Living In a Non-MSA	73.6	56.8 to 85.5	48
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Georgia	2015-2019	Urbanicity	Living In a Non-MSA	91.2	85.9 to 94.7	244
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Hawaii	2015-2019	Urbanicity	Living In a Non-MSA	71.7	65.5 to 77.3	340
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Idaho	2015-2019	Urbanicity	Living In a Non-MSA	84.2	80.0 to 87.6	591
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Illinois	2015-2019	Urbanicity	Living In a Non-MSA	70.4	63.5 to 76.5	289
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Indiana	2015-2019	Urbanicity	Living In a Non-MSA	92.0	87.8 to 94.8	317
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Iowa	2015-2019	Urbanicity	Living In a Non-MSA	75.4	71.3 to 79.0	698
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Kansas	2015-2019	Urbanicity	Living In a Non-MSA	67.3	62.4 to 71.8	571
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Kentucky	2015-2019	Urbanicity	Living In a Non-MSA	78.1	73.7 to 82.0	585
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Louisiana	2015-2019	Urbanicity	Living In a Non-MSA	92.4	87.1 to 95.6	265
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Maine	2015-2019	Urbanicity	Living In a Non-MSA	82.9	79.2 to 86.1	706
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Maryland	2015-2019	Urbanicity	Living In a Non-MSA	83.8	63.3 to 93.9	38
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Massachusetts	2015-2019	Urbanicity	Living In a Non-MSA	77.7	57.8 to 89.8	39
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Michigan	2015-2019	Urbanicity	Living In a Non-MSA	94.5	90.6 to 96.8	279
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Minnesota	2015-2019	Urbanicity	Living In a Non-MSA	82.7	77.2 to 87.2	357
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Mississippi	2015-2019	Urbanicity	Living In a Non-MSA	56.7	52.6 to 60.6	884
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Missouri	2015-2019	Urbanicity	Living In a Non-MSA	64.6	58.3 to 70.4	377
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Montana	2015-2019	Urbanicity	Living In a Non-MSA	65.8	62.2 to 69.2	1092
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Nebraska	2015-2019	Urbanicity	Living In a Non-MSA	80.0	75.2 to 84.0	556
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Nevada	2015-2019	Urbanicity	Living In a Non-MSA	70.8	62.5 to 77.9	214
Meningococcal Conjugate	≥1 Dose	States/Local Areas	New Hampshire	2015-2019	Urbanicity	Living In a Non-MSA	80.1	76.0 to 83.7	635
Meningococcal Conjugate	≥1 Dose	States/Local Areas	New Mexico	2015-2019	Urbanicity	Living In a Non-MSA	78.8	74.3 to 82.7	558
Meningococcal Conjugate	≥1 Dose	States/Local Areas	New York	2015-2019	Urbanicity	Living In a Non-MSA	83.1	75.2 to 88.8	196
Meningococcal Conjugate	≥1 Dose	States/Local Areas	North Carolina	2015-2019	Urbanicity	Living In a Non-MSA	79.8	74.1 to 84.5	299
Meningococcal Conjugate	≥1 Dose	States/Local Areas	North Dakota	2015-2019	Urbanicity	Living In a Non-MSA	92.9	90.7 to 94.7	872
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Ohio	2015-2019	Urbanicity	Living In a Non-MSA	72.0	65.2 to 77.9	309
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Oklahoma	2015-2019	Urbanicity	Living In a Non-MSA	73.2	68.6 to 77.3	608
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Oregon	2015-2019	Urbanicity	Living In a Non-MSA	71.4	63.7 to 78.0	248
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Pennsylvania	2015-2019	Urbanicity	Living In a Non-MSA	95.7	87.2 to 98.7	87
Meningococcal Conjugate	≥1 Dose	HHS Regions/National	United States	2015-2019	Urbanicity	Living In a Non-MSA	77.1	76.1 to 78.2	19964
Meningococcal Conjugate	≥1 Dose	States/Local Areas	South Carolina	2015-2019	Urbanicity	Living In a Non-MSA	64.9	56.2 to 72.7	209
Meningococcal Conjugate	≥1 Dose	States/Local Areas	South Dakota	2015-2019	Urbanicity	Living In a Non-MSA	70.7	67.0 to 74.1	905
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Tennessee	2015-2019	Urbanicity	Living In a Non-MSA	68.6	62.2 to 74.4	314
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Texas	2015-2019	Urbanicity	Living In a Non-MSA	84.8	79.7 to 88.8	495
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Utah	2015-2019	Urbanicity	Living In a Non-MSA	71.6	62.2 to 79.5	196
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Vermont	2015-2019	Urbanicity	Living In a Non-MSA	86.2	83.6 to 88.5	1164
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Virginia	2015-2019	Urbanicity	Living In a Non-MSA	63.5	51.0 to 74.4	103
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Washington	2015-2019	Urbanicity	Living In a Non-MSA	67.9	58.2 to 76.2	166
Meningococcal Conjugate	≥1 Dose	States/Local Areas	West Virginia	2015-2019	Urbanicity	Living In a Non-MSA	88.7	85.4 to 91.3	616
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Wisconsin	2015-2019	Urbanicity	Living In a Non-MSA	74.5	69.1 to 79.3	397
Meningococcal Conjugate	≥1 Dose	States/Local Areas	Wyoming	2015-2019	Urbanicity	Living In a Non-MSA	58.9	55.4 to 62.3	1134
